,0
1082,"[[3553, 11912, 3390, 3272, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 5978, 2241, 1491, 13700, 10328, 11057]]"
1083,"[[3553, 11912, 4675, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 5577, 1587, 2241, 5978, 13700, 1491, 10328, 8350]]"
1084,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1085,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1086,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1087,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 15202, 13700, 10328, 8350]]"
1088,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 5577, 1587, 2241, 5978, 1491, 13700, 10328, 7335, 8350]]"
1089,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
1090,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 15202, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350]]"
1091,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 13209, 10328, 1213]]"
1092,"[[3553, 11912, 13743, 14611, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213]]"
1093,"[[3553, 11912, 8032, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350]]"
1094,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 5396, 8350]]"
1095,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 14436, 11785, 1587, 5577, 2241, 5978, 4178, 1491, 13700, 10328]]"
1096,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 5978, 2241, 1491, 13700, 10328, 1213, 8350]]"
1097,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 1491, 5577, 2241, 5978, 13700, 10328, 8350, 1213]]"
1098,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 9263, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 15202]]"
1099,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 5978, 2241, 1491, 13700, 10328, 8350, 1213]]"
1100,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 3272, 5577, 2241, 5978, 1491, 13700, 10328, 8350]]"
1101,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
1102,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1103,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1104,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
1105,"[[3553, 11912, 3272, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350]]"
1106,"[[3553, 11912, 13743, 3390, 15881, 9263, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213]]"
1107,"[[3553, 11912, 16099, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350]]"
1108,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1109,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1110,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1111,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
1112,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 13296, 2241, 5978, 1491, 13700, 10328, 8350]]"
1113,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 5577, 1587, 5978, 2241, 13700, 1491, 10328, 7335, 8350]]"
1114,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1115,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1116,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 5978, 2241, 14436, 4178, 1491, 13700, 10328]]"
1117,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
1118,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1119,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 5577, 1587, 2241, 5978, 14436, 4178, 13700, 10328, 1491]]"
1120,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 5577, 1587, 2241, 5978, 1491, 13700, 10328, 7335, 1213]]"
1121,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 10185, 1213]]"
1122,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1123,"[[3553, 11912, 13743, 3390, 15881, 10185, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350]]"
1124,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
1125,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 4178, 1491, 13700, 10328, 8350]]"
1126,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 5577, 1587, 2241, 5978, 11057, 1491, 13700, 10328, 8350]]"
1127,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 1491, 2241, 5978, 14436, 13700, 4178, 10328]]"
1128,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 1491, 5577, 2241, 5978, 4178, 14436, 13700, 10328]]"
1129,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1130,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
1131,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 11057, 2241, 5978, 1491, 13700, 10328, 8350]]"
1132,"[[3553, 11912, 13743, 3390, 13603, 15881, 14611, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 4178, 1491, 13700]]"
1133,"[[3553, 11912, 3390, 13743, 15881, 5347, 1630, 16334, 556, 5490, 1587, 11785, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1134,"[[3553, 11912, 13743, 3390, 15881, 9263, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350]]"
1135,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1136,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1137,"[[3553, 11912, 8032, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 11057, 2241, 5978, 1491, 13700, 10328]]"
1138,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1139,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 14051, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213]]"
1140,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 5577, 1587, 5978, 2241, 1491, 13700, 10328, 8350, 1213]]"
1141,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1142,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 12388, 1213]]"
1143,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
1144,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1145,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1146,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
1147,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 11057, 4178, 1491, 13700, 10328]]"
1148,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1149,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 14051, 2241, 5978, 1491, 13700, 10328, 1213]]"
1150,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1151,"[[3553, 11916, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5577, 5490, 11785, 2241, 5978, 1587, 13700, 10328, 1491, 9415]]"
1152,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1153,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
1154,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
1155,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 14051, 5490, 11785, 1587, 5577, 15088, 2241, 5978, 11057, 13296, 1491]]"
1156,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5577, 5490, 2241, 5978, 11785, 1587, 13700, 10328, 7335, 1491, 4675]]"
1157,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1158,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 4178, 14436, 1491, 13700, 10328]]"
1159,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1160,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1161,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1162,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1163,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
1164,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 11057, 2241, 5978, 1491, 13700, 10328, 8350]]"
1165,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 5577, 1587, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
1166,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 5577, 1587, 2241, 5978, 1491, 14436, 13700, 4178, 10328]]"
1167,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 11057, 5577, 2241, 5978, 1491, 13700, 10328, 8350]]"
1168,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10092, 10328, 8350]]"
1169,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
1170,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1171,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1172,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 5577, 1587, 14436, 2241, 5978, 4178, 1491, 13700, 10328]]"
1173,"[[3553, 11912, 13743, 3390, 15881, 10185, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 14183]]"
1174,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
1175,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 5577, 1587, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
1176,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
1177,"[[3553, 14611, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 5577, 1587, 2241, 5978, 13700, 10328, 1491, 1213]]"
1178,"[[3553, 14611, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 14183, 13700, 10328]]"
1179,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
1180,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 15857, 2241, 5978, 1491, 13700, 10328, 1213]]"
1181,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
1182,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
1183,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
1184,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 4178, 10328, 12388]]"
1185,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1186,"[[3553, 11912, 3390, 15881, 5347, 13743, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1187,"[[3553, 11912, 13743, 3390, 15881, 3272, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213]]"
1188,"[[3553, 11912, 13743, 3390, 15881, 14611, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350]]"
1189,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
1190,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1191,"[[3553, 11912, 3390, 15881, 5347, 13743, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
1192,"[[3553, 11912, 3390, 12711, 3272, 15881, 13743, 5347, 1630, 556, 16334, 5490, 1587, 11785, 5577, 2241, 5978, 1491, 13700, 2220]]"
1193,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
1194,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1195,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1196,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1197,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 5577, 1587, 5978, 2241, 13700, 10328, 1491, 12388, 1213]]"
1198,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 11057, 1213]]"
1199,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1200,"[[3553, 14611, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 5577, 1587, 2241, 5978, 1491, 13700, 10328, 8350]]"
1201,"[[3553, 11912, 3390, 15881, 5347, 1630, 13743, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 4178, 8350]]"
1202,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 15857, 1491, 13700, 10328, 8350]]"
1203,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 4675, 1491, 13700, 10328, 1213]]"
1204,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1205,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1206,"[[3553, 11912, 13743, 3390, 15881, 1183, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 15202, 14611, 1491, 13700]]"
1207,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
1208,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1209,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1210,"[[3553, 11912, 471, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 4579, 1491, 13700, 10328]]"
1211,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1212,"[[3553, 11912, 13743, 3390, 3272, 15881, 5347, 1630, 16334, 556, 5490, 11785, 15202, 1587, 5577, 2241, 5978, 1491, 13700, 10328]]"
1213,"[[3553, 11912, 3390, 15881, 5347, 13743, 1630, 16334, 556, 5490, 11785, 1587, 13296, 5577, 2241, 5978, 1491, 13700, 10328, 1213]]"
1214,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
1215,"[[3553, 11912, 3390, 15881, 3272, 5347, 13743, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213]]"
1216,"[[3553, 11912, 3390, 15881, 5347, 13743, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
1217,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
1218,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 14051, 1491, 13700, 10328, 8350]]"
1219,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1220,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
1221,"[[3553, 11912, 13743, 3272, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213]]"
1222,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 15857, 5577, 2241, 5978, 1491, 13700, 10328, 8350]]"
1223,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1224,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 5577, 1587, 2241, 5978, 13700, 1491, 10328, 8350, 1213]]"
1225,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
1226,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 5577, 1587, 14436, 2241, 5978, 13700, 4178, 1491, 10328]]"
1227,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
1228,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
1229,"[[3553, 14611, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 4178, 1491, 13700, 10328]]"
1230,"[[3553, 8032, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 5577, 1587, 2241, 5978, 13700, 1491, 10328, 4178]]"
1231,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 5577, 1587, 5978, 2241, 13700, 1491, 10328, 1213, 8350]]"
1232,"[[3553, 471, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 10859, 13700, 10328]]"
1233,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
1234,"[[3553, 11912, 13743, 3390, 14611, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 790]]"
1235,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1236,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 14611, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213]]"
1237,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
1238,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 1491, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 13700, 10328, 8350, 1213]]"
1239,"[[3553, 11912, 13743, 3390, 15881, 14611, 5347, 1630, 16334, 556, 5490, 11785, 1587, 1491, 5577, 4178, 2241, 5978, 13700, 10328]]"
1240,"[[3553, 11912, 3272, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350]]"
1241,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 5577, 1587, 11057, 2241, 5978, 13700, 1491, 10328, 1213]]"
